KEY,ENGLISH,KOREAN,CHECKED
m.plortonomics.honey_slime,"Honey plorts are highly prized by food manufacturers. Though the plorts are naturally \
    incredibly sweet, the discovery that they could be further refined into an even sweeter substance made their \
    demand soar. These refined honey plorts are said to score an unprecedented 867 on the Werner-Thompkins-Hong \
    sacchrino scale, just a few points shy of 'not fit for human consumption.'","식품 제조업계는 꿀 슬라임을 매우 귀하게 여깁니다. 꿀 보석 자체가 믿을 수 없게 달지만, 꿀 보석을 더 달게 정제할 수 있다는 사실을 발견하여 수요가 솟구쳤습니다. 정제된 끌 보석은 Werner-Thompkins-Hong sacchrino 척도로 전례없는 867점을 받았습니다. 일부 몇 점 모자란것은 '사람이 사용하기에 적합하지않다'는 것 때문이었습니다.",
t.hunter_slime,Hunter Slime,사냥꾼 슬라임,
m.intro.hunter_slime,"Nevermind the rabbit, have you seen any chickens?","토키는 신경쓰지마세요, 혹시 아무 닭이라도 본거 있나요?",
m.diet.hunter_slime,Meat,고기,
m.favorite.hunter_slime,Roostro,수탉,
m.slimeology.hunter_slime,"The hunter slime is the wild cousin of the tabby slime. A much more capable creature than \
    the playful tabbies, the hunter slime excels at stalking the chickens of the Far, Far Range.\n\
    \n\
    A hunter slime's slimological makeup allows for a natural cloaking ability that renders it almost completely \
    invisible. Their only tell is in their giant, almond eyes, which can often be seen hovering in the dark. This \
    effect is often described by unsuspecting ranchers as 'aaaahhhhHHH!'","사냥꾼 슬라임은 고양이 슬라임의 야생 친척입니다. 놀기 좋아하는 고양이 슬라임보다 조금 더 유능한 생물이어서, 사냥꾼 슬라임은 머나먼 방목장의 닭들을 쫒는데 뛰어납니다. 사냥꾼 슬라임의 슬라임학적인 구조로 자연적인 클로킹 능력으로 거의 보이지 않게 할 수 있습니다. 오직 사냥꾼 슬라임의 거대하고 아몬드같이 생긴 눈만을 알아볼 수 있어서 어둠 속에서 둥둥 떠다니는 것처럼 보일 수도 있습니다. 이런 현상을 전혀 알지 못하는 목장주는 'ㅇㅇㅇ아아아아ㅏㅏㅏㅏ'라고 할 때가 있습니다.",
m.risks.hunter_slime,"A hunter slime has keen senses and can detect its prey from great distances. This makes \
    finding a good location for their corrals challenging.\n\
    \n\
    Additionally, the wild nature of the hunter is also passed on to any largos formed from its plorts. A newly \
    created hunter largo will always be feral! A prepared rancher knows that breeding hunter largos should always be \
    done slowly, with a few chickens on hand to calm them down.","사냥꾼 슬라임은 감각이 예민하며 먹이를 아주 먼 거리에서도 발견할 수 있습니다. 이러한 능력으로 우리 안 먹이 경쟁에서 좋은 자리를 잡을 수 있습니다. \n\
\n\
게다가, 헌터로서의 야생 본능이 사냥꾼 보석을 먹어 만들어진 느림보에게 그대로 전해집니다. 새로 태어난 사냥꾼 느림보는 언제나 야성적입니다! 준비가 잘 된 목장주는 사냥꾼 느림보를 번식시키는 것은 느림보를 진정시키기 위한 닭을 가지고 천천히 해야한다는 것을 알고 있습니다.",
m.plortonomics.hunter_slime,"Amazingly, a serum can be made from hunter slime plorts that can actually render a person \
    invisible! The effect only lasts for about a day, but this serum is nonetheless incredibly popular back on Earth \
    as many people find its effects very soothing.\n\
    \n\
    Sometimes you feel like you just want to disappear for a while. But then about a day goes by and you realize that \
    not only did you miss being seen, but others missed seeing you too.","놀랍게도, 사냥꾼 슬라임 보석에서 추출한 혈청은 사람을 보이지 않게 만들 수 있습니다! 효과가 하루동안만 지속되지만, 많은 사람들이 매우 진정되는 혈청의 효과를 발견하여 지구에 돌어와서도 여전히 믿을 수 없을 정도로 인기가 많습니다.\n\
\n\
종종, 잠시동안 사라지고 싶다는 느낌을 받을 때가 있습니다. 하지만 하루가 지난 뒤 내 자신이 그리워질 뿐만 아니라 다른 사람들도 나를 그리워했다는 것을 깨닫게 될것입니다.",
t.puddle_slime,Puddle Slime,물웅덩이 슬라임,
m.intro.puddle_slime,Keep one in your boot and you'll always stay cool. But it's weird.,물웅덩이 슬라임 하나를 신발에 넣어 두면 항상 시원함이 유지될 것입니다. 하지만 뭔가 기묘할 것입니다.,
m.diet.puddle_slime,Water,물,
m.favorite.puddle_slime,(none),(없음),
m.slimeology.puddle_slime,"Puddle slimes are a rare species of slime that live in fresh water pools found on the \
    range. These slimes don't eat fruits, veggies, or meat like most other slimes. Instead, puddle slimes absorb water \
    into their bodies while they sit on the surface of a pool.\n\
    \n\
    Puddle slimes need fresh water to survive and will quickly evaporate if left on any other surface for too long.","물웅덩이 슬라임은 방목장의 강물 웅덩이에서 사는 희귀한 종입니다.\
물웅덩이 슬라임은 다른 슬라임과는 달리 과일, 야채, 고기를 먹지 않습니다. 대신, 물웅덩이 슬라임은 물 위에 떠있는 동안 물을 몸 안으로 흡수합니다.\n\
\n\
물웅덩이 슬라임이 살아가려면 강물이 필요하고, 다른 표면에 오래 놓아 두면 빠르게 증발합니다.",
m.risks.puddle_slime,"Puddle slimes aren't risky to manage, they just require a fair bit of maintenance. A rancher \
    needs a pool of fresh water, like a pond, available for a puddle slime and its plorts to sit in as they will \
	evaporate if away from water.\n\
	\n\
	Finally, puddle slimes are exceptionally shy and will not produce plorts if they are in close proximity to more \
	than 3 other slimes.\n\
	\n\
	Overall, a puddle slime is a better fit for a more experienced rancher, not one still wet behind the ears.","물웅덩이 슬라임을 키우는데 위험한 것은 없으며, 약간의 유지보수만 해주면 됩니다. \
목장주는 연못과 같이 강물이 담겨있어 물에서 멀어지면 증발하는 슬라임이 앉아 있을 웅덩이가 있어야합니다.\
게다가 물웅덩이 보석이 물 이외에 다른 것과 접촉하면 바로 터집니다.\n\
\n\
마지막으로 물웅덩이 슬라임은 유난히 수줍어해서 다른 슬라임과 3마리 이상 가까이 붙어 있으면 보석을 만들어 내지 않습니다.\n\
\n\
전반적으로, 물웅덩이 슬라임은 미숙한 풋내기 목장주 보다는 경험이 풍부한 목장주에게 적합합니다.",
m.plortonomics.puddle_slime,"Puddle plorts are made almost entirely from an incredible hydro compound known by \
    chemists across the galaxy as H2Ohhhhh. This compound is used to create an absurdly expensive brand of bottled \
    drinking water that is sought after by the elite back on Earth. While some people argue that there is little \
    difference in taste between it and tap water, those people seriously are not getting it.","물웅덩이 보석은 전 은하의 과학자들에게 H2Ohhhhh라고 알려진 놀라운 수소 화합물로 거의 대부분 구성되어있습니다. \
지구로 되돌아간 엘리트들이 찾는 터무니없이 비싼 브랜드 생수를 만드는데 이 화합물이 쓰입니다.\
몇몇 사람들은 수돗물과 맛의 차이가 거의 없다고 주장하지만, 이러한 사람들은 진지하게 이해하지 못하고 있습니다.",
t.crystal_slime,Crystal Slime,수정 슬라임,
m.intro.crystal_slime,"It's as clear as shiny, transparent rocks that these slimes are dangerous.","이들이 빛나는 것만큼이나, 위험합니다.",
m.diet.crystal_slime,Veggies,채소,
m.favorite.crystal_slime,Odd Onion,오드 양파,
m.slimeology.crystal_slime,"Believed to be a cousin of the rock slime, the crystal slime is covered in a crown of \
	shimmering, crystal spikes. These spikes seem to form from the crystal slime generating a tremendous amount of \
	internal heat and warping the minerals around them; a truly alien behavior.","암석 슬라임의 사촌이라 생각되는 수정 슬라임은 반짝이고 뾰족한 수정 결정으로 이루어진 가시관으로 덮혀있습니다. \
이 뾰족한 수정들은 수정 슬라임 내부에서 어마한 열이 발생하여 주변에 있는 미네랄을 변형시켜 만들어진 것으로 보입니다; 정말로 도저히 이해가 안되는 행동입니다.",
m.risks.crystal_slime,"The sharp crystals adorned on the crystal slime's crown will cause a great deal of harm if \
	touched. Worse still, the crystal slime routinely creates large patches of hazardous crystals in the \
	environment around them. Thought to be a means of expelling internal heat, these crystal patches are ultra-hot, \
	and can be shattered if splashed with water.","수정 슬라임의 가시관에 있는 날카로운 수정을 만지면 큰 피해를 입을 것입니다.\
더 나쁜 것은, 수정 슬라임이 주기적으로 주변에 위험한 수정으로 되어있는 거대한 수정 밭을 만든다는 것입니다.\
내부의 열을 방출하는 방법으로 생각되는 이러한 수정 밭은 매우 뜨겁고 물을 뿌리면 산산히 깨질 것입니다.",
m.plortonomics.crystal_slime,"Though the crystals produced by a crystal slime are highly unstable, a crystal plort, \
	like all plorts, is far more pure and can be used by slime scientists to engineer a variety of metals that are \
	completely transparent. This innovation has led to metropolitan areas on Earth completely transforming visually, \
	allowing more light to reach the streets and the space as a whole a chance to 'breathe.' Architects often describe \
	these transparent metals as 'so totally cooler than normal, boring metals.'","수정 슬라임이 만드는 수정은 매우 불안정하지만, 수정 보석은 다른 모든 보석과 같이 아주 아주 순수하여 슬라임 과학자들이 다양한 금속을 완전히 투명하게 만드는데 사용할 수 있습니다.\
이런 혁신으로 지구의 대도시 구역이 시각적으로 완전히 변형되어서, 모든 구역이 '숨을 쉴' 수 있는 기회를 줄 수 있게 더 많은 빛들이 거리와 공간에 도달하도록 하였습니다. \
건축가들은 이러한 투명 금속을 보고 '일반적이고, 지루한 금속보다는 완전히 멋진'금속이라 합니다.",
t.quantum_slime,Quantum Slime,퀀텀 슬라임,
m.intro.quantum_slime,A slime that really shows its potential.,잠재력을 보여 주는 슬라임입니다.,
m.diet.quantum_slime,Fruit,과일,
m.favorite.quantum_slime,Phase Lemon,페이즈 레몬,
m.slimeology.quantum_slime,"Quantum slimes appear to have resulted from some sort of event that took place in the \
    Ancient Ruins long ago. At all times, the quantum slime is capable of emitting other possible realities of their \
        being. Called 'ghosts,' these other realities can come true, with the quantum slime aligning with the reality of \
        the ghost, effectively teleporting.","

",
m.risks.quantum_slime,"Quantum slimes can be one of the most difficult slimes to manage, given their unique \
    abilities. A rancher needs to learn to detect when quantum slimes are primed to take over the reality of a ghost \
	and act quickly, such as feeding them or just splashing them with some fresh water as a temporary measure.",,
m.plortonomics.quantum_slime,"Quantum plorts are believed by many to hold the secret to infinite resources.  Given \
    the quantum slime's ability to change reality, it's theorized that unlocking the potential of quantum plorts could \
	allow for a technology that converges the realities of other entities into our reality and- well, basically we're \
	talking about cloning stuff. Infinite energy, chickens, whatever. Probably no harmful side effects to this at all.",,
t.fire_slime,Fire Slime,,
m.intro.fire_slime,"Like a little campfire, except that it moves and it's a slime.",,
m.diet.fire_slime,Ash,,
m.favorite.fire_slime,(none),,
m.slimeology.fire_slime,"Fire slimes are a rare breed of slime that lives on ash. Fire slimes will eat just about any \
    food, but not without it being burned into ash first. The only way to feed a fire slime is to use an incinerator \
	with an ash trough upgrade.\n\
	\n\
	Fire slimes need ash to survive and will quickly snuff out if left on any other surface for too long. When keeping \
	fire slimes in an ash trough, simply burn any food item to produce some ash and fill the trough.",,
m.risks.fire_slime,"A fire slime's naturally burning state makes them bad companions for other slimes as their fiery \
    touch will send a slime flying. Additionally, fire slimes and their plorts need to be kept in an ash trough under an \
    incinerator or they'll quickly snuff out. If you need to deal with fire slimes directly, a splash of fresh water will \
    put out their fires for a short while.",,
m.plortonomics.fire_slime,"Fire plorts are used in the developing world on Earth to keep stoves and fireplaces \
    burning. Thanks to fire plorts, warm hands and hot food is a possibility for millions of people who otherwise \
	would not have access to such luxuries.\n\
	\n\
	A rancher won't get rich selling fire plorts, and certainly managing them can be a dangerous endeavour, but they \
	should know that the sale of each helps those in need. Now and far into the future, the little noble actions of \
	every individual help us move forward as a people. That much will never change.",,
t.dervish_slime,Dervish Slime,,
m.intro.dervish_slime,Twists and turns all day and spirals all night.,,
m.diet.dervish_slime,Fruit,,
m.favorite.dervish_slime,Prickle Pear,,
m.slimeology.dervish_slime,"A dervish slime is a swirling, whirling bundle of energy in slimy form. Dervish slimes \
    are commonly found in the Glass Desert, cruising across its dusty dunes at high speed atop little whirlwinds.\n\
	\n\
	One thing is for certain: wherever the dervish slime needs to go, it gets there in a hurry.",,
